__label__worry, i am public and can't get anyone to follow me
__label__happiness,i have the biggest headache right now i washed my hair wife mum's shampoo and now it's gross i like my shampoo way better
__label__neutral,Sorry  move back?
__label__sadness,In the bus  Almost an hour later because of my crappy alarm clock should be in Leeuwarden at about 9:45
__label__worry,ok deleted all messages and hope they don't come back  
__label__worry,again today i'm hear you dude i can't either
__label__worry,boo rabbits pisses on people you know that
__label__empty,Can't sleep just laying here in the dark
__label__sadness,I wish my grandmother had taken me to the US with her
__label__sadness,noiselesssound I just heard that Regina girls song less deux  And I think you should have to come back to MC  I miss you
__label__sadness,bummed i didn't get to see manchester orchestra because it was sold out i spent all night buying tv shows on itunes lame
__label__surprise, what about me?
__label__sadness,Well thats me for the day watching Panthers tonight beat the Saints fingers crossed cause there are no QLD teams playing this round
__label__relief, I think they make you turn your phones off I'll see what I can do 
__label__worry,Walmart opening its first store in Amritsar tomorrow of all places the horror  hoping its limited to wholesale
__label__neutral, oh my God! No fair
__label__sadness,Krista_Watson I can't this weekend sorry And Steph is working 
__label__neutral, no I won't honey I got mad years to go why am I crazy?
__label__worry,I've had a sore throat since monday morning I am  just sick of it hurting and I want some freaking sleep 
__label__worry, off to work  hopefully traffic has cleared up by the time I get there  
__label__happiness,Heading home now  Was going to buy a much needed bottle of wine to drink with dinner but my wallet is MIA so no wine for me tonight
__label__love,oh  this guy is so amazing he's so cute and he sent me a photo  and no i can't show
__label__sadness,just got home  i'm so effing sad
__label__sadness,cheer up there will be another hero concert  but still i suppose we can be upset
__label__enthusiasm,Just discovered a shortcoming of Gravity  When you use Twitpic integrated it doesn't subtract the picture URL from the 140 character limit
__label__worry, laughing out loud that's worrying
__label__hate,The Taxi Q at Pelangi was super long and now I am  getting headaches because of the hot-cold transition
__label__neutral,Got back and putting in the laundry  We got in there last well as long as its clean DSAA09
__label__sadness,Sadly it doesn't I was so hopeful after American Doll Posse too  it's just so blah and vacant of dynamic 
__label__neutral,Brake time Nothing for lunch  Tonite 
__label__hate, I would be playing my old rogue but a friend took the account and could not get it back
__label__relief, The sky is weeping 
__label__worry,just tried talking  voice died before end of sentence  i feel fine Another day of not playing the hits
__label__sadness,that's a miserable after party report
__label__neutral,rented bikes and unknown trail with random bumps and big hills and kids equals one beat up little girl  Not a good day on the B family vacation 
__label__neutral,I feel like i've done the London marathon I ach all over
__label__worry,going to die from study overload this weekend  too much homework with paying work to interrupt  i'm screwed
__label__sadness,Not excited of blowing out another candle today  as when I was a kid 
__label__sadness,sigh  it's always so sad when you watch the series finale  no more green wing left to watch
__label__worry,yeps just for today though I badly wanted to do some geek-shopping 
__label__worry,I was just watching some cartoons as I haven't in years when I was eating my breakfast the programs have changed
__label__anger,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair  Dang 
__label__sadness,Got the BrainBone daily question wrong
__label__worry,Is so tired  wants to crawl back into bed
__label__sadness,The fam back on the Big Island said the vog has been so bad that they can't see the ocean  Sad 
__label__surprise,NO serena and darrian don't remember each other and i've been waiting all day to see them confess their love
__label__sadness,A sunny morning in the Big K with lawns to mow and a 2 miles to run to attempt
__label__neutral,DantiChos baby help me with math
__label__anger,locked up abroad makes bein half brown good risk management when traveling third world  i blend  i feel sorry for my hostage magnet white pepo
__label__worry,why does IE have to be always a big problem
__label__surprise,THEN why are you leaving? stay ?
__label__surprise,i'm sorry  laughing out loud i have never had like actual time to spend there unfortunately  everything's always been INSANE when i go
__label__worry, sorry i couldn't fit hal's name
__label__worry,someone Kills me to see you online and not be able to say hello
__label__fun,I was just gonna ask you if you wanted to go to CLUB Hidden House on Saturday night
__label__worry,thinks its annoying when i keep getting twitter error messages from my mobile
__label__worry,Shannie i'm so sorry  didn't mean to upset you  i just thought you would find it cute i'm sorry don't be sad 
__label__surprise,That's right  I totally forgot  Might not be till August though  Have a great summer  
__label__sadness,Oh I wanna go homelaughing out loud
__label__worry,trying to get a sale in my job 
__label__worry,Not excited of blowing out another candle today  as when I was a kid  We gotta grow up soon or later 
__label__hate,youtube isn't working again  oh great
__label__hate,that sucks what about kate
__label__sadness,Wants milk
__label__sadness,why is your cat in pain?
__label__sadness, my poor tank friend his guild is fucking him over after promising him main he barely even gets to go now
__label__worry,morning class  always late or bunk  how can someone wake-up at 8 
__label__worry, is tweeting so much that she's not even paying attention to me 
__label__love, My daddy lives in Manchester I love it there. O bitch  I have a mate there and I wanna go
__label__sadness, yeah  it is very very dry down here
__label__neutral,the physical  It's cool now i know  Just letting off some steam 
__label__worry,What a busy day  am disappointed that today's show is a repeat
__label__sadness,god it pisses me off that i always enter comps    never win I am such a sore loser
__label__neutral, wanted to change my handset covers pen drives and a headphone in some place  guess its not happening 
__label__worry,jessie has gone away for the weekend I miss her already
__label__love,There is something wrong with me  I am  so tired I can barely keep my eyes open  Yet all I've done for the last 3hrs is toss    turn in bed
__label__sadness,cannot stop loosing  Worst month results ever  Bubble two times in a row 
__label__worry,my HD is full  need to cleanup a lot
__label__worry, what happened?
__label__surprise,I was awake until 12:45 a.m then my mum turned the internet off so i couldn't watch the jonasbrothers live chat i was ccrying i was sad
__label__neutral, what is the point of your twitte on budget i must be one of the only people you haven't found a swap for depite the promises
__label__worry,is very tired just want to sleep  Stupid work getting in the way 
__label__neutral,I don't ship out until October
__label__neutral,I would of won that contest if I weren't to have chickened out
__label__sadness,Time for bed oh how I wish someone was laying next to me
__label__love,I really wanted to watch Mary Poppins and sing along 
__label__worry,I am  so sleepy my head hurts  good night lovers  See you
__label__worry,Theres a spider above my bed calming my fears by listening to green day
__label__neutral,Poltergeist  In my house
__label__worry,Is  this  a  lie? I can be such a fool sometimes
__label__happiness, YOU'RE FAKING IT I am kidding 
__label__worry,shit i hope theyr all wrong we need him
__label__worry,There's a spider in my room  Save me 
__label__surprise, No twitpic? laughing out loud
__label__neutral,wow lucky XD my break is gonna end  my classes starts june 4
__label__surprise, i have no internet right now
__label__sadness,Today is going to be a normal day for I hope  We had a group of pilots from a large airline come in last night so it was too much drink
__label__boredom, Prolly not even in the top 10 of GB shows I've seen Perhaps some old fashioned Civilization II will help?
__label__sadness,oh my God! sore shoulder
__label__worry,hmm that's not nice think you should take it back  I can't help it I am  hungry  No food in this office 
__label__sadness, As a result the salary is a decrease
__label__sadness,Can I get tonight's SYTYCD online anywhere streamed like Hulu or paid like iTunes  I missed my favorite judge and now I can't sleep 
__label__hate,laughing out loud my other tank friends are having the same problem in a different guild  what the fuck is wrong with this server?
__label__boredom, been there sucks like hell 
__label__worry,an aston os my dream car but its wishful thinking
__label__love, I don't mind Sam  But I liked Kate more  I don't like Chris  He's smarmy 
__label__empty,I need a wardrobe intervention
__label__neutral,Augh fever's gone up again  If I end up missing the WeHo clubbing tomorrow night I am going to be pissed  Stupid boytoy gave me plague 
__label__sadness,I feel sick  like don't wanna get out of bed be bothered don't go to work turn light off pull shades and turn tv off type of sick
__label__love, nick got his heart broken  poor baby  i love you 
__label__worry,Been working lots of overtime this week  Only just realized I booked a half day tomorrow so this week will just break even
__label__worry,what am l doing? nothing much
__label__sadness, don't blame me
__label__worry,oh my god man i'll pray for you
__label__sadness,Why don't we close the library due to the great weather? And the air-conditioner isn't working 
__label__sadness,Time to do house chores 
__label__hate,my hsbc savings apy dropped to 1.55%  sort of feeling like pulling out all my money and keeping it underneath my mattress 
__label__sadness,getting ready for school reading what's going on on set in Montepulciano and practically crying cause i'm not there
__label__neutral, that doesn't sound like fun
__label__happiness, I won my 5th grade spelling bee  Went down trailing flames on 1st word at county spelling bee
__label__sadness,missing Taylor like crazy can't wait till he's back
__label__relief,shattered  PWG botched his hybrid dolphin shirt order and sent him xl
__label__worry,some marks    spencers stores in the UK donate their food at the end of the day  Most lock their bins
__label__neutral,Come to bed
__label__sadness,Had a good day till he twisted his ankle on his two mile run
__label__happiness,Can you believe it  Tomorrow Night will be Jay Leno's last episode of the Tonight Show I encourage everyone to watch it and welcome Conan 
__label__surprise,Bing  no its not Chandler Bing its the new Search engine from Microsoft but why the name Bing
__label__surprise, got orthodontist today
__label__sadness, Its rainin dumb hard out 
__label__worry,i can't sleep
__label__worry, I don't understand anything HELP
__label__neutral,lonely 
__label__neutral,I was rooting for Betty 
__label__sadness,Changed my hairstyle but it isn't good as it supposed to be and I don't think it wealthed that much money hate that hairdresser
__label__sadness, yeah don't go there I have 3 different apps on my phone for it so sad but there is a reason as to why laughing out loud
__label__neutral,I am  such a chicken
__label__worry,Homework Should I pull an all nighter? I think I am  gonna have to again
__label__sadness,  this is NOT Close My Eyes this song always makes me cry because my mom is gone
__label__neutral, Girl I know 
__label__worry,Good Morning campers I am  not a happy bear this morning had an awful dream during the night    am I've worried 
__label__sadness,I know that is so sad
__label__hate,damn another day at the office the sun is bursting from the sky and the women are well back to the keyboard
__label__worry, i'm so fucking nervous 
__label__neutral, i thought you were gonna be at the show
__label__boredom,is really ultra bored
__label__worry,quikness  So sad Let me know when your next down this way 
__label__worry, holy cute  Dexter has already lost his kitten face getting a chunky but since we got back from qld too
__label__neutral,Bucky my ferret officially has insulinoma Now on daily prednisone  Had interview with today have to go back monday for testing 
__label__fun,that's my last one  Roop
__label__fun, actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously
__label__worry, writing my resume's too difficult how do i tell them i've taken 10 different jobs and quit them within the span of two months?
__label__worry,Hmmm should have looked at it a little more methinks
__label__happiness,Bought a new combo printer at costco today cause it was cheaper than ink for old one windows7 doesn't like the fax part
__label__happiness,why do i have to wake up so early goddam?  7:30 on my last day off bummer
__label__neutral,Goodnight world  I have to be up at 5 a.m
__label__neutral,I am a  goodgirl I am  not down with taking advantage
__label__anger, damned hordies
__label__hate,Another Day gone by Have to wake up early again tomorrow
__label__neutral,I am so tired right now 
__label__worry,valium makes you feel goood  i need more  i can't fall back asleep  i want my mommy
__label__worry,I am  wake and sad what the hells going on
__label__neutral, toys? Advanced load carrying system  Low-cost 1-man outdoor shelter  I didn't get the Wolverine glove
__label__sadness, Didn't drink enough for a hangover just tired and over worked
__label__surprise,my cheeks hurt so bad  what happened ?
__label__neutral,need a lots of money
__label__worry,I don't think Jon and Kate should get a divorce but I do think if they want to save their marriage they have to quit the show 
__label__love, i think you should come tomarrow  because i was really really really looking foreword to seeing you please come?
__label__neutral,i have nothing to do
__label__sadness,Just awoke in a completely freaked out frantic frenzy  It's going to be a long night 
__label__worry,Off to work I go
__label__worry,you know kids do what we DO - not what we SAY  well don't we all really 
__label__neutral, serious  Perhaps Sat will work out better
__label__worry, you have a better life than most  we should go get drinks again soon  jury duty has been boring
__label__neutral,i got no followers i only have like to someone follow Me please?
__label__sadness,where's enthusiasm in me
__label__surprise, i don't  i guess that's why it doesn't
__label__sadness,drinking some really nice coffee got to go to the dentist at 9 a.m this morning
__label__hate,i'm so sick  bad throat and the WORST toothache  good thing i work in a pharmacy  load me up with drugs  
__label__surprise,looks like my ION-based mini-itx board won't ship until mid-June now at the earliest
__label__worry,Hoping that this will just heal on it's own because anything I put on it just makes it worse 
__label__sadness, did you watch the day the earth stood still? did you not see my bye when you got Washington DC?  I'm sad i left too and now you're gone
__label__worry,don't say that  I wanted to see it how bad is it?
__label__neutral,Dude  everyone could  it wasn't meant to be bad  
__label__happiness, what don't be sad? Be glad 
__label__neutral, I am  with you been up till 5-6 for the last few nights 
__label__worry,Apparently excessive heat is just as bad for a cold as excessive cold  My body is all blerg  My sofa is not comfy enough for my gaming
__label__sadness,  DepecheMode concert next week cancelled Alternative date not known yet  Dave Gahan had a tumor 
__label__sadness,its 2:08 a.m  I CAN'T SLEEP  i thought it was because i'm hungry so i whipped up a bread with milk  hopefully it works  
__label__sadness,Only 1 tweet in the last 24 hours? Nobody likes my tweetboard
__label__neutral,im sad i need someone to talk to 
__label__sadness,i'm so bored i can barely even tweet  i have nothing to talk about  boredboots
__label__anger, yes boo for soar throats and earaches
__label__anger, My stomach is all EXPLODE from the wendys why is ever__label__anger,ything that tastes good bad for you?
__label__anger, Did a historical Jesus ever exist? Im finding it hard to prove its all hearsay accounts  it bugs me
__label__anger, lost all my files since high school
__label__anger, i have a chance to win $10 $100 $1000  i was given a free can of  plant  have to wait till the plant grow to know if i won anything
__label__anger, i never knew a dentention was so hard to get
__label__anger, If you don't want to come then don't come
__label__anger, Demon Sam I need it to numb the pain
__label__anger, thats not good  get better soon
